month	price
2024-01	4.643916666666667
2024-02	4.256916666666666
2024-03	3.580916666666667
2024-04	3.898916666666667
2024-05	3.6049166666666665
2024-06	3.3859166666666667
2024-07	3.283916666666667
2024-08	3.528916666666667
2024-09	3.552916666666667
2024-10	3.5389166666666667
2024-11	3.991916666666667
2024-12	4.782916666666666
