state	expected_discomfort
exposed-1	0.4661408419585867
exposed-2	0.9813491410072326
exposed-3	2.065998191658315
recovered	0.0
symptoms-1	4.349469877273826
symptoms-2	3.6862003780545254
symptoms-3	1.3043478260863948
